name,authors,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
Индивидуализация среды поддержки обучения,"['А. Ю. Никифоров', 'В. А. Русаков']",/book/a-u-nikiforov/individualizaciya-sredy-podderzhki-obucheniya-6087889/,0.0,0,0,9,96.0,[],0,2013-01-01
Параллельный алгоритм оптимального выбора аппаратурного оформления многоассортиментных производств,"['А. Б. Борисенко', 'С. В. Карпушкин']",/book/a-b-borisenko/parallelnyy-algoritm-optimalnogo-vybora-apparaturnogo-oforml-6087963/,0.0,0,0,13,96.0,[],0,2013-01-01
Концепция и возможности акторно-ориентированной системы имитационного моделирования «Actor Pilgrim». Часть I,['А. А. Емельянов'],/book/a-a-emelyanov/koncepciya-i-vozmozhnosti-aktorno-orientirovannoy-sistemy-im-5000708/,0.0,0,0,18,96.0,[],0,2012-01-01
Формообразование и анимация 3D-объектов на основе тетрагональной регулярной сети,['А. А. Дерягин'],/book/a-a-deryagin/formoobrazovanie-i-animaciya-3d-obektov-na-osnove-tetragonaln-5721320/,5.0,1,0,8,96.0,[],0,2013-01-01
Формирование оптимальной стратегии методами стохастического программирования,"['В. П. Ковалевский', 'А. Г. Реннер', 'А. В. Раменская']",/book/a-v-ramenskaya/formirovanie-optimalnoy-strategii-metodami-stohasticheskogo-5000704/,0.0,0,0,5,96.0,[],0,2012-01-01
Структурно-параметрический синтез системы обнаружения киберугроз по результатам мониторинга открытых информационных ресурсов,"['С. В. Чернышук', 'А. А. Писарчук', 'В. И. Шестаков']",/book/a-a-pisarchuk/strukturno-parametricheskiy-sintez-sistemy-obnaruzheniya-kib-5716229/,0.0,0,0,11,96.0,[],0,2013-01-01
Ситуационная модель выбора маршрута доставки,['А. В. Фараонов'],/book/a-v-faraonov/situacionnaya-model-vybora-marshruta-dostavki-5721398/,0.0,0,0,14,96.0,[],0,2013-01-01
Обзор программных комплексов многокритериальной оптимизации,['Д. С. Хабарова'],/book/d-s-habarova/obzor-programmnyh-kompleksov-mnogokriterialnoy-optimizacii-5721347/,0.0,0,0,11,96.0,[],0,2013-01-01
Математическое моделирование и расчет характеристик трехмодальных транспортно-терминальных сетей,"['Ю. И. Палагин', 'А. И. Мочалов', 'А. В. Тимонин']",/book/a-v-timonin/matematicheskoe-modelirovanie-i-raschet-harakteristik-trehmoda-5715848/,0.0,0,0,10,96.0,[],0,2013-01-01
Логико-статистический алгоритм идентификации сквозных пор и его применение для анализа структуры наноматериала,"['О. Б. Бутусов', 'В. П. Мешалкин', 'А. Б. Галаев', 'Л. А. Орлова', 'В. Г. Севастьянов']",/book/a-b-galaev/logiko-statisticheskiy-algoritm-identifikacii-skvoznyh-por-i-eg-5715945/,0.0,0,0,7,96.0,[],0,2013-01-01
Конфигурирование информационных и транспортных сетей в условиях неопределенности,"['В. В. Гимаров', 'М. И. Дли', 'С. И. Глушко']",/book/v-v-gimarov/konfigurirovanie-informacionnyh-i-transportnyh-setey-v-usloviy-5000692/,0.0,0,0,5,96.0,[],0,2012-01-01
Вариативные процедуры в алгоритмах оптимизации прикладных комбинаторных задач,['А. А. Бабаев'],/book/a-a-babaev/variativnye-procedury-v-algoritmah-optimizacii-prikladnyh-kombi-5000687/,0.0,0,0,16,96.0,[],0,2012-01-01
Усовершенствованный подход к задаче векторизации контуров на изображениях,"['Д. А. Борисоглебский', 'Е. В. Чепин']",/book/d-a-borisoglebskiy/usovershenstvovannyy-podhod-k-zadache-vektorizacii-kont-5721246/,0.0,0,0,5,96.0,[],0,2013-01-01
Идентификация типа файла на основе структурного анализа,"['А. Е. Антонов', 'А. С. Федулов']",/book/a-e-antonov/identifikaciya-tipa-fayla-na-osnove-strukturnogo-analiza-5716475/,0.0,0,0,10,96.0,[],0,2013-01-01
Технология имитационного моделирования в системе Pilgrim,['А. А. Емельянов'],/book/a-a-emelyanov/tehnologiya-imitacionnogo-modelirovaniya-v-sisteme-pilgrim-5612088/,0.0,0,0,23,96.0,[],0,2006-01-01
Система управления базами измерительных знаний,"['И. А. Брусакова', 'С. О. Мамаева']",/book/i-a-brusakova/sistema-upravleniya-bazami-izmeritelnyh-znaniy-5616104/,5.0,1,0,5,96.0,[],0,2006-01-01
Модифицированная HIPO-технология разработки больших программных комплексов,['Л. С. Чистяков'],/book/l-s-chistyakov/modificirovannaya-hipo-tehnologiya-razrabotki-bolshih-progr-5616317/,0.0,0,0,13,96.0,[],0,2006-01-01
Симуляторы GPSS World и Actor Pilgrim: экономика и массовое обслуживание,['А. А. Емельянов'],/book/a-a-emelyanov/simulyatory-gpss-world-i-actor-pilgrim-ekonomika-i-massovoe-5316318/,4.0,1,1,31,96.0,"['<p>Интересная статья, полезная для тех, кому нужно сделать осознанный выбор в пользу одной из двух указанных систем.</p>']",0,2007-01-01
Технология создания компьютерных моделей для систем поддержки принятия решений,['А. А. Емельянов'],/book/a-a-emelyanov/tehnologiya-sozdaniya-komputernyh-modeley-dlya-sistem-podder-5533739/,0.0,0,0,15,96.0,[],0,2006-01-01
Управление временем при проектировании имитационных моделей,['А. А. Шевченко'],/book/a-a-shevchenko/upravlenie-vremenem-pri-proektirovanii-imitacionnyh-modeley-5613011/,0.0,0,0,7,96.0,[],0,2006-01-01
Эффективность параллельной реализации алгоритмов помехоустойчивого кодирования Рида-Соломона,"['В. В. Мялицын', 'Б. Д. Шашков']",/book/b-d-shashkov/effektivnost-parallelnoy-realizacii-algoritmov-pomehoustoychi-5613186/,0.0,0,0,10,96.0,[],0,2006-01-01
Нейро-нечеткий метод построения моделей сложных объектов,"['О. В. Стоянова', 'М. И. Дли', 'А. В. Клименко', 'Ю. Г. Бояринов']",/book/a-v-klimenko/neyro-nechetkiy-metod-postroeniya-modeley-slozhnyh-obektov-5316309/,5.0,1,1,9,96.0,"['<p>Достаточно четко и понятно изложен оригинальный подход к построению гибридной нейро-нечетких моделей исследования и прогнозирования. Весьма полезная авторская разработка – как в практическом, так и теоретическом плане!!</p>']",0,2007-01-01
Принципы математического моделирования мотивации к труду,"['В. Н. Бугорский', 'В. И. Фомин', 'И. Д. Котляров']",/book/v-n-bugorskiy/principy-matematicheskogo-modelirovaniya-motivacii-k-trudu-5316312/,0.0,0,0,5,168.0,[],0,2007-01-01
Имитационная модель производственного процесса как элемент системы управления промышленным предприятием,"['Е. П. Бочаров', 'О. Н. Алексенцева', 'Д. В. Ермошин']",/book/d-v-ermoshin/imitacionnaya-model-proizvodstvennogo-processa-kak-element-si-5316336/,0.0,0,0,9,96.0,[],0,2007-01-01
Технология динамического контроллинга в промышленности,"['О. В. Стоянова', 'М. И. Дли']",/book/m-i-dli/tehnologiya-dinamicheskogo-kontrollinga-v-promyshlennosti-5515019/,0.0,0,0,6,96.0,[],0,2006-01-01
Разработка мультимедийных учебников: эффективность и «подводные камни»,"['Э. Д. Шахов', 'А. И. Надеев', 'В. В. Акинин', 'Е. М. Голобокова']",/book/a-i-nadeev/razrabotka-multimediynyh-uchebnikov-effektivnost-i-podvodnye-ka-5531664/,0.0,0,0,10,96.0,[],0,2006-01-01
Методология моделирования многоуровневых систем: иерархия и динамика,['А. Ф. Шориков'],/book/a-f-shorikov/metodologiya-modelirovaniya-mnogourovnevyh-sistem-ierarhiya-i-5533977/,0.0,0,0,6,96.0,[],0,2006-01-01
Современная IT-индустрия и язык XML в программных продуктах Intersoft Lab,['А. В. Кудинов'],/book/a-v-kudinov/sovremennaya-it-industriya-i-yazyk-xml-v-programmnyh-produktah-5530415/,0.0,0,0,5,96.0,[],0,2006-01-01
Программирование ПРОТИВ проектирования,"['И. А. Семёнов', 'А. В. Леденёв']",/book/a-v-ledenev/programmirovanie-protiv-proektirovaniya-5316258/,0.0,0,0,7,96.0,[],0,2007-01-01
Постановка задач имитационного моделирования тактических защитных конкурентных действий,['Ю. Б. Рубин'],/book/u-rubin/postanovka-zadach-imitacionnogo-modelirovaniya-takticheskih-zaschi-5025686/,0.0,0,0,29,96.0,[],0,2008-01-01
Возможность защиты передаваемой цифровой информации с использованием вейвлет-преобразования,"['Р. Р. Шарипов', 'В. П. Заярный']",/book/v-p-zayarnyy/vozmozhnost-zaschity-peredavaemoy-cifrovoy-informacii-s-ispol-5025419/,0.0,0,0,3,96.0,[],0,2008-01-01
Моделирование оценки стоимости виртуальных предприятий,"['В. Н. Бугорский', 'А. И. Ястребов']",/book/v-n-bugorskiy/modelirovanie-ocenki-stoimosti-virtualnyh-predpriyatiy-5025699/,0.0,0,0,12,168.0,[],0,2008-01-01
Некоторые вопросы обучения иностранному языку в неязыковых вузах,"['В. В. Артюхин', 'Т. А. Соколова']",/book/v-v-artuhin/nekotorye-voprosy-obucheniya-inostrannomu-yazyku-v-neyazykovyh-5025678/,0.0,0,0,7,96.0,[],0,2008-01-01
Моделирование социально-профессиональной конкурентоспособности специалиста с применением информационных технологий,['А. В. Морозова'],/book/a-v-morozova/modelirovanie-socialno-professionalnoy-konkurentosposobnosti-5019880/,0.0,0,0,15,96.0,[],0,2008-01-01
Имитационное моделирование развития и тушения пожаров в системе подготовки специалистов противопожарной службы,"['С. В. Субачев', 'А. А. Субачева']",/book/a-a-subacheva/imitacionnoe-modelirovanie-razvitiya-i-tusheniya-pozharov-v-5019871/,0.0,0,0,11,96.0,[],0,2008-01-01
Пакет средств информационно-программной поддержки раннего выявления риска развития ретинопатии у недоношенных детей,"['Ю. В. Марчук', 'М. А. Кожевников']",/book/m-a-kozhevnikov/paket-sredstv-informacionno-programmnoy-podderzhki-rannego-5019850/,0.0,0,0,10,96.0,[],0,2008-01-01
Модель управления затратами на повышение квалификации преподавателей университета,['Е. А. Власова'],/book/e-a-vlasova/model-upravleniya-zatratami-na-povyshenie-kvalifikacii-prepoda-5019783/,0.0,0,0,14,96.0,[],0,2008-01-01
Вычисление семантической составляющей текстовой информации в экономических информационных системах,['И. С. Лебедев'],/book/i-s-lebedev/vychislenie-semanticheskoy-sostavlyauschey-tekstovoy-informaci-5019774/,0.0,0,0,11,96.0,[],0,2008-01-01
Использование семантических подходов в экономических моделях,['И. И. Попов'],/book/i-i-popov/ispolzovanie-semanticheskih-podhodov-v-ekonomicheskih-modelyah-5019253/,0.0,0,0,19,96.0,[],0,2009-01-01
Модели управления финансовыми и производственными ресурсами предприятия,['М. В. Андреева'],/book/m-andreeva/modeli-upravleniya-finansovymi-i-proizvodstvennymi-resursami-pr-5019016/,0.0,0,0,13,96.0,[],0,2009-01-01
Стохастические сетевые модели массового обслуживания,['А. А. Емельянов'],/book/a-a-emelyanov/stohasticheskie-setevye-modeli-massovogo-obsluzhivaniya-5008113/,0.0,0,0,9,96.0,[],0,2009-01-01
Реализация параллельного выполнения алгоритма FCM-кластеризации,['А. А. Островский'],/book/a-a-ostrovskiy/realizaciya-parallelnogo-vypolneniya-algoritma-fcm-klasteri-5018019/,0.0,0,0,6,96.0,[],0,2009-01-01
Биоалгоритмы как основа автоматизации составления психологического портрета личности по почерку,['Г. В. Лапинская'],/book/g-v-lapinskaya/bioalgoritmy-kak-osnova-avtomatizacii-sostavleniya-psiholog-5018022/,1.0,1,1,5,96.0,"['<p>Фрагмент непонятно чего. Описание точности графологии, потом набор символов на 1 листок без расшифровки + реклама чего-то непонятного без ссылок. Общий объем – 3 листа и список литературы, бред полный.</p>']",0,2009-01-01
Принципы равномерности в задачах управления потоками пассажирского транспорта,"['А. И. Сеславин', 'Е. А. Сеславина']",/book/a-i-seslavin/principy-ravnomernosti-v-zadachah-upravleniya-potokami-passaz-5018023/,0.0,0,0,5,96.0,[],0,2009-01-01
Определение оптимального средневзвешенного размера комиссионного вознаграждения при страховании рисков объектов АПК,"['О. В. Носова', 'В. И. Карпов']",/book/v-i-karpov/opredelenie-optimalnogo-srednevzveshennogo-razmera-komissionnog-5005473/,0.0,0,0,5,96.0,[],0,2010-01-01
Оптимизация заключения договоров и поиск оптимальных правил остановки,"['В. Е. Лихтенштейн', 'Г. В. Росс']",/book/v-e-lihtenshteyn/optimizaciya-zaklucheniya-dogovorov-i-poisk-optimalnyh-pr-5005475/,0.0,0,0,7,96.0,[],0,2010-01-01
Методы адаптивного формирования информационных систем анализа состояния сложных технических объектов,"['В. И. Батищев', 'Н. Г. Губанов']",/book/v-i-batischev/metody-adaptivnogo-formirovaniya-informacionnyh-sistem-anali-5005501/,0.0,0,0,5,96.0,[],0,2009-01-01
Разработка СППР на основе управления стоимостью предприятия в условиях неопределенности,"['И. Я. Гольфанд', 'Н. В. Крапухина']",/book/i-ya-golfand/razrabotka-sppr-na-osnove-upravleniya-stoimostu-predpriyatiya-5008116/,0.0,0,0,9,96.0,[],0,2009-01-01
Графические образы-модели в информационных технологиях,['А. В. Толок'],/book/a-v-tolok/graficheskie-obrazy-modeli-v-informacionnyh-tehnologiyah-5011092/,0.0,0,0,10,96.0,[],0,2009-01-01
Распознавание простых линий на изображении,"['А. И. Сорокин', 'С. А. Запрягаев']",/book/a-i-sorokin/raspoznavanie-prostyh-liniy-na-izobrazhenii-5009775/,0.0,0,0,11,96.0,[],0,2009-01-01
Разработка комплексной системы прогнозирования простоя банкоматов и устройств самообслуживания,"['В. В. Андреев', 'А. А. Фокин']",/book/a-a-fokin/razrabotka-kompleksnoy-sistemy-prognozirovaniya-prostoya-bankoma-5009024/,0.0,0,0,4,96.0,[],0,2009-01-01
Прикладная методика оценки ресурсоемкости разработки АРМ,"['А. Л. Баденко', 'М. Е. Бачуринская', 'К. В. Кутикова']",/book/a-l-badenko/prikladnaya-metodika-ocenki-resursoemkosti-razrabotki-arm-5008134/,0.0,0,0,8,96.0,[],0,2009-01-01
Концепция и возможности акторно-ориентированной системы имитационного моделирования «Actor Pilgrim». Часть II,['А. А. Емельянов'],/book/a-a-emelyanov/koncepciya-i-vozmozhnosti-aktorno-orientirovannoy-sistemy-im-5000798/,0.0,0,0,13,96.0,[],0,2013-01-01
Архитектура системы для разработки технологий организации сложной совместной деятельности,"['С. М. Абрамов', 'Н. С. Живчикова', 'С. В. Знаменский', 'Е. С. Иванов', 'А. В. Котомин', 'Д. Н. Степанов', 'Е. В. Титова', 'В. Н. Юмагужина']",/book/a-v-kotomin/arhitektura-sistemy-dlya-razrabotki-tehnologiy-organizacii-slo-5005445/,0.0,0,0,11,96.0,[],0,2010-01-01
Обнаружение устойчивых изменений наблюдаемой сцены при пространственно-временном анализе видеопоследовательности,"['И. Б. Кондратенков', 'Л. И. Рубанов']",/book/i-b-kondratenkov/obnaruzhenie-ustoychivyh-izmeneniy-nabludaemoy-sceny-pri-5005434/,0.0,0,0,7,96.0,[],0,2010-01-01
Проектирование систем инициативного информационного обслуживания процессов принятия решений на основе системно-целевого и процессно-ориентированного подходов,['Г. С. Тибилова'],/book/g-s-tibilova/proektirovanie-sistem-iniciativnogo-informacionnogo-obsluzhiv-5005376/,0.0,0,0,15,96.0,[],0,2010-01-01
Модель каркаса программных компонентов поддержки занятий лингвистической направленности в игровой форме,['С. В. Гусс'],/book/s-v-guss/model-karkasa-programmnyh-komponentov-podderzhki-zanyatiy-lingvis-5005313/,0.0,0,0,16,96.0,[],0,2010-01-01
Метод логико-вычислительной обработки данных химической и нефтехимической промышленности России на основе продукций и миварной сети правил для управления инновационными ресурсами,['Р. А. Санду'],/book/r-a-sandu/metod-logiko-vychislitelnoy-obrabotki-dannyh-himicheskoy-i-nefte-5005307/,0.0,0,0,21,96.0,[],0,2010-01-01
Оптимизация кинематических параметров рычажных четырёхзвенных механизмов,['Б. Н. Поляков'],/book/b-n-polyakov/optimizaciya-kinematicheskih-parametrov-rychazhnyh-chetyrehzv-5004340/,0.0,0,0,5,96.0,[],0,2010-01-01
Об адекватности систем имитационного моделирования GPSS World и AnyLogic (начало),['В. Д. Боев'],/book/vasiliy-boev/ob-adekvatnosti-sistem-imitacionnogo-modelirovaniya-gpss-worl-4997354/,0.0,0,0,14,96.0,[],0,2010-01-01
Инструменты исследования текстовых коллекций на основе теоретико-графовых моделей в информационной системе «Фольклор»,['Н. Д. Москин'],/book/n-d-moskin/instrumenty-issledovaniya-tekstovyh-kollekciy-na-osnove-teoreti-5003634/,0.0,0,0,15,96.0,[],0,2010-01-01
Программный способ вычисления топологий и исследования их свойств,"['И. А. Шилин', 'В. В. Китюков']",/book/v-v-kitukov/programmnyy-sposob-vychisleniya-topologiy-i-issledovaniya-ih-s-5000744/,0.0,0,0,10,96.0,[],0,2013-01-01
Численно-аналитическое исследование модели экономического роста Лукаса,"['Ю. А. Кузнецов', 'О. В. Мичасова']",/book/o-v-michasova/chislenno-analiticheskoe-issledovanie-modeli-ekonomicheskogo-5000752/,0.0,0,0,11,96.0,[],0,2013-01-01
Построение иерархических тематических моделей коллекции документов,"['С. В. Цыганова', 'В. В. Стрижов']",/book/v-v-strizhov/postroenie-ierarhicheskih-tematicheskih-modeley-kollekcii-dok-5000758/,0.0,0,0,7,96.0,[],0,2013-01-01
Метод позиционирования агентов при картировании закрытых помещений,"['В. В. Аюев', 'Д. П. Кореньков']",/book/v-v-auev/metod-pozicionirovaniya-agentov-pri-kartirovanii-zakrytyh-pomesch-5000768/,0.0,0,0,14,96.0,[],0,2013-01-01
Моделирование 3D-объектов и сцен на основе использования тетроидной регулярной сетевой модели,['А. А. Дерягин'],/book/a-a-deryagin/modelirovanie-3d-obektov-i-scen-na-osnove-ispolzovaniya-tetro-5000777/,0.0,0,0,11,96.0,[],0,2013-01-01
Особенности распознавания методом ближайшего элемента в алгоритмах вычисления оценок,"['В. Г. Прокошев', 'М. М. Рожков', 'А. С. Голубев', 'М. Ю. Звягин']",/book/a-s-golubev/osobennosti-raspoznavaniya-metodom-blizhayshego-elementa-v-alg-5000771/,0.0,0,0,8,96.0,[],0,2013-01-01
Маршруты с локальными ограничениями: алгоритмы и программная реализация,"['Т. А. Панюкова', 'И. О. Алферов']",/book/i-o-alferov/marshruty-s-lokalnymi-ogranicheniyami-algoritmy-i-programmnaya-5000782/,4.0,1,0,11,96.0,[],0,2013-01-01
Оценивание ускорения вычислений в распределённых системах,['С. Е. Дробнов'],/book/s-e-drobnov/ocenivanie-uskoreniya-vychisleniy-v-raspredelennyh-sistemah-5000788/,0.0,0,0,9,96.0,[],0,2013-01-01
Трёхуровневая нечеткая когнитивная модель для анализа процессов инновационного развития региона,"['М. И. Дли', 'Т. В. Какатунова']",/book/m-i-dli/trehurovnevaya-nechetkaya-kognitivnaya-model-dlya-analiza-processo-5000804/,0.0,0,0,6,96.0,[],0,2013-01-01
Применение N-ориентированных гиперграфов и реляционных баз данных для структурного и параметрического синтеза технических систем,"['В. Г. Мокрозуб', 'В. А. Немтинов', 'А. С. Мордвин', 'А. А. Илясов']",/book/a-a-ilyasov/primenenie-n-orientirovannyh-gipergrafov-i-relyacionnyh-baz-da-5002513/,0.0,0,0,8,96.0,[],0,2010-01-01
Модификация алгоритма SSIM,['Д. В. Сидоров'],/book/d-v-sidorov/modifikaciya-algoritma-ssim-5002504/,0.0,0,0,3,96.0,[],0,2010-01-01
Web-представительство регионального музея,"['М. В. Румянцев', 'Р. А. Барышев', 'А. С. Гэнвальд']",/book/a-s-genvald/web-predstavitelstvo-regionalnogo-muzeya-5000519/,0.0,0,0,8,96.0,[],0,2010-01-01
R-функции как аппарат в приложениях фрактальной геометрии,"['А. В. Толок', 'К. В. Максименко-Шейко', 'Т. И. Шейко']",/book/a-v-tolok/r-funkcii-kak-apparat-v-prilozheniyah-fraktalnoy-geometrii-4998253/,5.0,1,0,7,96.0,[],0,2010-01-01
Восстановление управляющих конструкций обработки исключений языка Си++,"['Е. О. Деревенец', 'Е. Н. Трошина', 'А. В. Чернов']",/book/a-v-chernov/vosstanovlenie-upravlyauschih-konstrukciy-obrabotki-isklucheni-4997365/,0.0,0,0,13,96.0,[],0,2010-01-01
Подходы к прогнозированию трафика в беспроводных mesh-сетях,"['Е. Л. Калишенко', 'К. В. Кринкин']",/book/e-l-kalishenko/podhody-k-prognozirovaniu-trafika-v-besprovodnyh-mesh-setya-4997359/,0.0,0,0,7,96.0,[],0,2010-01-01
Визуализация связей выделенного множества объектов семантической сети,"['А. П. Лахно', 'А. М. Чеповский', 'В. Б. Чернобай']",/book/a-m-chepovskiy/vizualizaciya-svyazey-vydelennogo-mnozhestva-obektov-semant-4997363/,0.0,0,0,7,96.0,[],0,2010-01-01
Параллельное программирование среди других парадигм программирования,"['Н. В. Шилов', 'Л. В. Городняя', 'А. Г. Марчук']",/book/a-g-marchuk/parallelnoe-programmirovanie-sredi-drugih-paradigm-programmiro-4994483/,0.0,0,0,10,96.0,[],0,2011-01-01
Исследование применимости моделей оценки надежности для разработки программного обеспечения с открытым исходным кодом,"['Д. Ю. Волканов', 'Д. А. Зорин']",/book/d-a-zorin/issledovanie-primenimosti-modeley-ocenki-nadezhnosti-dlya-razrab-4994470/,0.0,0,0,7,96.0,[],0,2011-01-01
"Транспортная модель, аппроксимирующая предпочтения ЛПР",['В. Я. Вилисов'],/book/v-ya-vilisov/transportnaya-model-approksimiruuschaya-predpochteniya-lpr-4997257/,0.0,0,0,10,96.0,[],0,2010-01-01
Лаг-генераторы для моделирования рисковых ситуаций в системе Actor Pilgrim,['А. А. Емельянов'],/book/a-a-emelyanov/lag-generatory-dlya-modelirovaniya-riskovyh-situaciy-v-siste-4990747/,0.0,0,0,20,96.0,[],0,2011-01-01
Концепция информационной системы «Актуализация историко-культурного наследия»,"['М. В. Румянцев', 'Р. А. Барышев', 'А. В. Усачев']",/book/a-v-usachev/koncepciya-informacionnoy-sistemy-aktualizaciya-istoriko-kultu-4992738/,0.0,0,0,14,96.0,[],0,2011-01-01
Разработка экспертной системы для решения проблем природопользования,"['Е. А. Малиновская', 'Р. А. Рыскапенко']",/book/e-a-malinovskaya/razrabotka-ekspertnoy-sistemy-dlya-resheniya-problem-prir-4992735/,0.0,0,0,12,96.0,[],0,2011-01-01
Построение подпространств атрибутов на базе одного эталона для обеспечения устойчивости работы в перспективных системах автоматического распознавания лиц,"['В. Г. Прокошев', 'М. М. Рожков', 'П. Ю. Шамин', 'А. С. Голубев']",/book/a-s-golubev/postroenie-podprostranstv-atributov-na-baze-odnogo-etalona-dly-4992062/,0.0,0,0,8,96.0,[],0,2011-01-01
Алгоритмы изменения мнений участников в модели структурированного экспертного обсуждения,['Д. А. Семёнов'],/book/d-semenov/algoritmy-izmeneniya-mneniy-uchastnikov-v-modeli-strukturirovann-4991131/,0.0,0,0,10,96.0,[],0,2011-01-01
Использование современных информационных технологий в обучении программированию студентов вуза,['А. Д. Шеметова'],/book/a-d-shemetova/ispolzovanie-sovremennyh-informacionnyh-tehnologiy-v-obuchen-4990873/,0.0,0,0,7,96.0,[],0,2011-01-01
Метод снижения временных затрат на обработку результатов тестирования,"['В. С. Лаврентьев', 'М. А. Соколов', 'С. И. Ткаченко']",/book/v-s-lavrentev/metod-snizheniya-vremennyh-zatrat-na-obrabotku-rezultatov-te-4977174/,0.0,0,0,5,96.0,[],0,2011-01-01
"Статическое обнаружение гонок в коде, содержащем ветвления и циклы","['Н. В. Заборовский', 'А. Г. Тормасов']",/book/a-g-tormasov/staticheskoe-obnaruzhenie-gonok-v-kode-soderzhaschem-vetvleni-4977162/,0.0,0,0,5,96.0,[],0,2011-01-01
Сравнительный анализ эффективности методов сжатия изображений на основе дискретного косинусного преобразования и фрактального кодирования (продолжение),['А. Н. Земцов'],/book/a-n-zemcov/sravnitelnyy-analiz-effektivnosti-metodov-szhatiya-izobrazheniy-4990808/,0.0,0,0,8,96.0,[],0,2011-01-01
Моделирование многопоточного исполнения программы и метод статического анализа кода на предмет состояний гонки,"['Н. В. Заборовский', 'А. Г. Тормасов']",/book/a-g-tormasov/modelirovanie-mnogopotochnogo-ispolneniya-programmy-i-metod-s-4990859/,0.0,0,0,6,96.0,[],0,2011-01-01
Чувашско-русский переводчик: программная реализация,['А. П. Димитриев'],/book/a-p-dimitriev/chuvashsko-russkiy-perevodchik-programmnaya-realizaciya-4977155/,0.0,0,0,4,96.0,[],0,2011-01-01
Сравнительный анализ эффективности методов сжатия изображений на основе дискретного косинусного преобразования и фрактального кодирования (начало),['А. Н. Земцов'],/book/a-n-zemcov/sravnitelnyy-analiz-effektivnosti-metodov-szhatiya-izobrazheniy-4990862/,0.0,0,0,15,96.0,[],0,2011-01-01
R-функции в компьютерном моделировании дизайна 3D-поверхности автомобиля,"['А. В. Толок', 'Д. А. Лисин', 'К. В. Максименко-Шейко', 'Т. И. Шейко']",/book/a-v-tolok/r-funkcii-v-komputernom-modelirovanii-dizayna-3d-poverhnosti-avt-4977030/,0.0,0,0,8,96.0,[],0,2011-01-01
Ситуационная адаптация пространственных данных для бортовых геоинформационных задач,"['К. В. Малынкин', 'И. Б. Мухин', 'И. А. Нестеров']",/book/i-a-nesterov/situacionnaya-adaptaciya-prostranstvennyh-dannyh-dlya-bortovy-4977027/,0.0,0,0,9,96.0,[],0,2011-01-01
Моделирование галогенных ламп накаливания,"['И. И. Байнева', 'В. В. Байнев']",/book/v-v-baynev/modelirovanie-galogennyh-lamp-nakalivaniya-4976898/,0.0,0,0,11,96.0,[],0,2012-01-01
Обучение программистов: подход на основе парадигмы специалиста,"['В. В. Артюхин', 'И. А. Семёнов']",/book/v-v-artuhin/obuchenie-programmistov-podhod-na-osnove-paradigmy-specialista-4976892/,0.0,0,0,10,96.0,[],0,2012-01-01
Сравнительный анализ подходов к моделированию бизнес-процессов,['Т. Е. Сапожкова'],/book/t-e-sapozhkova/sravnitelnyy-analiz-podhodov-k-modelirovaniu-biznes-process-4976882/,1.0,2,0,6,168.0,[],0,2012-01-01
Графический поиск чертежей в хранилищах данных,"['А. В. Кучуганов', 'Д. Р. Касимов']",/book/a-v-kuchuganov/graficheskiy-poisk-chertezhey-v-hranilischah-dannyh-4976801/,0.0,0,0,9,96.0,[],0,2012-01-01
Методы обобщенного и метапрограммирования в программной реализации декодера алгебро-геометрических кодов,['А. М. Пеленицын'],/book/a-m-pelenicyn/metody-obobschennogo-i-metaprogrammirovaniya-v-programmnoy-r-4976793/,0.0,0,0,11,96.0,[],0,2012-01-01
Моделирование рынка программного обеспечения при наличии внешнего сетевого эффекта и компьютерного пиратства,['А. А. Салтан'],/book/a-a-saltan/modelirovanie-rynka-programmnogo-obespecheniya-pri-nalichii-vne-4976774/,0.0,0,0,9,96.0,[],0,2012-01-01
Фрактальный анализ поведения быстрых индикаторов экономики России,"['Ю. В. Трифонов', 'Е. С. Митяков', 'В. А. Сазонов']",/book/v-a-sazonov/fraktalnyy-analiz-povedeniya-bystryh-indikatorov-ekonomiki-ros-4971164/,3.0,2,0,4,96.0,[],0,2012-01-01
Поддержка принятия решений при оценке инвестиционных проектов создания литейных производств,"['М. В. Зенькович', 'Ю. Г. Древс']",/book/m-v-zenkovich/podderzhka-prinyatiya-resheniy-pri-ocenke-investicionnyh-pro-4971027/,0.0,0,0,11,96.0,[],0,2012-01-01
Организация человеко-компьютерного взаимодействия в средах компьютерного моделирования на базе облачной инфраструктуры,"['С. В. Ковальчук', 'К. В. Князьков', 'Т. Н. Чуров', 'П. А. Смирнов', 'А. В. Бухановский']",/book/a-v-buhanovskiy/organizaciya-cheloveko-komputernogo-vzaimodeystviya-v-sred-4971025/,0.0,0,0,14,96.0,[],0,2012-01-01
Модели и методы интерактивного взаимодействия с вычислительными устройствами нового поколения,"['П. А. Манахов', 'Е. Е. Ковшов']",/book/e-e-kovshov/modeli-i-metody-interaktivnogo-vzaimodeystviya-s-vychislitelny-4971140/,0.0,0,0,11,96.0,[],0,2012-01-01
Изучение точек разладки триплетной периодичности в нуклеотидных последовательностях генов,"['Ю. М. Суворова', 'М. А. Короткова', 'Е. В. Коротков']",/book/e-v-korotkov/izuchenie-tochek-razladki-tripletnoy-periodichnosti-v-nukleot-4971022/,0.0,0,0,14,96.0,[],0,2012-01-01
